date,product,category,units_sold,unit_price,region,sales_rep
2024-09-23,Filing Cabinet,Furniture,4,5871,East,Meena
2024-09-25,USB Hub,Electronics,1,1001,West,Karan
2024-09-25,Monitor 4K,Electronics,7,27833,East,Meena
2024-09-27,Paper Ream,Office,4,426,Central,Rohit
2024-09-27,Calculator,Office,1,1268,North,Amit
2024-09-27,Monitor 4K,Electronics,6,26939,Central,Rohit
2024-09-30,Wireless Mouse,Electronics,1,1575,North,Priya
2024-10-03,Stapler,Office,5,655,South,Ravi
2024-10-03,Notebook Pack,Office,2,286,Central,Anjali
2024-10-03,Monitor 4K,Electronics,1,26760,East,Meena
2024-10-03,Stapler,Office,3,646,East,Arjun
2024-10-06,Desk Lamp,Furniture,4,2154,East,Arjun
2024-10-09,Pen Set,Office,7,330,South,Divya
2024-10-09,Stapler,Office,1,674,Central,Rohit
2024-10-11,Laptop Air,Electronics,5,59338,South,Divya
2024-10-11,Office Chair,Furniture,7,11122,East,Arjun
2024-10-11,Webcam HD,Electronics,1,3142,Central,Anjali
2024-10-13,Laptop Air,Electronics,5,64021,East,Arjun
2024-10-16,Office Chair,Furniture,5,11763,Central,Rohit
2024-10-16,Desk Lamp,Furniture,2,2105,East,Arjun
2024-10-16,Desk Lamp,Furniture,4,2050,South,Divya
2024-10-18,Paper Ream,Office,8,450,Central,Rohit
2024-10-18,Monitor 4K,Electronics,1,26790,West,Sneha
2024-10-18,Pen Set,Office,3,330,East,Arjun
2024-10-18,Headphones Pro,Electronics,5,8719,East,Arjun
2024-10-20,Mechanical Keyboard,Electronics,1,4484,West,Karan
2024-10-20,Stapler,Office,1,600,South,Divya
2024-10-20,Laptop Air,Electronics,3,58376,South,Ravi
2024-10-23,Stapler,Office,2,615,South,Ravi
2024-10-24,Desk Lamp,Furniture,8,2227,Central,Rohit
2024-10-24,Standing Desk,Furniture,1,34715,North,Priya
2024-10-24,Paper Ream,Office,3,429,West,Sneha
2024-10-24,Whiteboard,Office,3,4712,Central,Rohit
2024-10-24,Headphones Pro,Electronics,6,8048,Central,Anjali
2024-10-27,Printer A4,Office,2,17221,Central,Rohit
2024-10-27,Desk Lamp,Furniture,4,1937,South,Ravi
2024-10-27,Pen Set,Office,5,368,Central,Anjali
2024-10-30,Headphones Pro,Electronics,3,9013,West,Sneha
2024-11-02,Mechanical Keyboard,Electronics,5,4614,North,Amit
2024-11-02,Calculator,Office,2,1276,Central,Rohit
2024-11-02,Whiteboard,Office,5,4406,Central,Anjali
2024-11-02,Laptop Air,Electronics,1,59316,Central,Anjali
2024-11-02,Paper Ream,Office,3,456,West,Karan
2024-11-05,Mechanical Keyboard,Electronics,8,4323,West,Sneha
2024-11-05,USB Hub,Electronics,3,964,North,Amit
2024-11-05,Notebook Pack,Office,5,266,West,Karan
2024-11-05,Laptop Pro X,Electronics,3,85268,Central,Rohit
2024-11-05,Desk Lamp,Furniture,1,2069,South,Divya
2024-11-06,Whiteboard,Office,3,4328,Central,Anjali
2024-11-06,Notebook Pack,Office,5,285,West,Karan
2024-11-09,Webcam HD,Electronics,11,3035,West,Karan
2024-11-09,Notebook Pack,Office,5,268,Central,Anjali
2024-11-09,Standing Desk,Furniture,8,36535,Central,Anjali
2024-11-09,Desk Lamp,Furniture,5,2183,South,Ravi
2024-11-11,Mechanical Keyboard,Electronics,1,4705,South,Divya
2024-11-11,Notebook Pack,Office,1,264,Central,Rohit
2024-11-14,Wireless Mouse,Electronics,11,1602,South,Divya
2024-11-16,Wireless Mouse,Electronics,6,1469,East,Arjun
2024-11-19,Desk Lamp,Furniture,4,2171,West,Karan
2024-11-22,Headphones Pro,Electronics,5,7834,West,Karan
2024-11-25,Standing Desk,Furniture,4,36590,South,Ravi
2024-11-25,Pen Set,Office,3,356,Central,Rohit
2024-11-25,Laptop Air,Electronics,1,63537,East,Arjun
2024-11-25,Headphones Pro,Electronics,1,8880,North,Amit
2024-11-25,Filing Cabinet,Furniture,4,6285,West,Karan
2024-11-28,Wireless Mouse,Electronics,1,1554,North,Amit
2024-12-01,Filing Cabinet,Furniture,4,5928,East,Meena
2024-12-01,Webcam HD,Electronics,5,3238,West,Karan
2024-12-01,Office Chair,Furniture,1,12011,South,Divya
2024-12-01,Notebook Pack,Office,2,272,North,Amit
2024-12-01,Mechanical Keyboard,Electronics,1,4770,Central,Anjali
2024-12-04,Printer A4,Office,2,18777,West,Karan
2024-12-04,Bookshelf,Furniture,5,9039,West,Karan
2024-12-04,Laptop Pro X,Electronics,6,81706,West,Sneha
2024-12-06,USB Hub,Electronics,1,1019,East,Meena
2024-12-06,Pen Set,Office,3,361,Central,Rohit
2024-12-08,Standing Desk,Furniture,4,35972,North,Amit
2024-12-08,Bookshelf,Furniture,2,8468,North,Priya
2024-12-10,Stapler,Office,2,696,East,Arjun
2024-12-10,Webcam HD,Electronics,5,3064,West,Sneha
2024-12-11,Webcam HD,Electronics,3,3371,South,Ravi
2024-12-11,Calculator,Office,3,1253,East,Arjun
2024-12-11,Mechanical Keyboard,Electronics,3,4581,North,Amit
2024-12-14,Paper Ream,Office,1,449,East,Meena
2024-12-17,Paper Ream,Office,1,442,South,Divya
2024-12-17,Stapler,Office,3,652,South,Ravi
2024-12-17,Whiteboard,Office,5,4501,West,Sneha
2024-12-19,Printer A4,Office,5,17469,North,Amit
2024-12-19,Laptop Pro X,Electronics,5,83360,North,Priya
2024-12-20,Filing Cabinet,Furniture,4,5889,Central,Anjali
2024-12-20,Office Chair,Furniture,8,11944,South,Divya
2024-12-20,Calculator,Office,5,1139,East,Meena
2024-12-22,Whiteboard,Office,5,4755,East,Meena
2024-12-22,Office Chair,Furniture,7,12137,West,Sneha
2024-12-25,Mechanical Keyboard,Electronics,1,4539,East,Arjun
2024-12-25,Desk Lamp,Furniture,5,2200,South,Ravi
2024-12-28,Paper Ream,Office,2,444,North,Priya
2024-12-28,Monitor 4K,Electronics,6,29278,Central,Anjali
2024-12-30,Notebook Pack,Office,6,275,Central,Rohit
2024-12-30,Headphones Pro,Electronics,3,8926,North,Priya
2024-12-30,Paper Ream,Office,5,467,North,Amit
